frame,master,center_lon,center_lat,heading,azimuth_resolution,range_resolution,avg_incidence_angle,centre_range_m,centre_time
065D_04905_131208,20160905.0000,31.9520,41.0822,-169.9351,13.9521,2.3296,33.7383,879885.1596,3:57:56.247431
065D_05087_131313,20160905.0000,31.4700,39.0939,-169.9199,13.9561,2.3296,33.7793,879886.3244,3:58:29.344971
065D_05281_111313,20160905.0000,31.0305,37.1043,-169.8730,13.9601,2.3296,33.8191,879886.3244,3:59:02.441483
065D_05285_111314,20200610.0000,31.0163,37.0227,-169.8688,13.9615,2.3296,39.5272,879383.0317,3:58:42.202338
065D_05387_000002,20160905.0000,29.8274,36.1083,-170.4246,13.9091,2.3296,43.9008,930871.1234,3:59:21.315602
065D_07467_131313,20170310.0000,26.5252,15.3191,-168.9724,14.0134,2.3296,33.8950,877790.7761,4:04:18.790333
066A_03735_010103,20200223.0000,-171.4143,52.7566,-10.1722,13.9248,2.3296,39.3486,881169.3067,5:12:23.899959
066A_03749_000200,20200809.0000,-171.2934,52.5243,-10.1174,13.8915,2.3296,39.0201,877546.8401,5:12:27.166539
066A_03750_030203,20200914.0000,-171.3442,52.5533,-10.1549,13.9251,2.3296,39.3612,881171.6363,5:12:28.961055
066D_05394_131311,20200902.0000,6.1406,36.0952,-169.8352,13.9622,2.3296,39.4734,878595.4733,5:37:46.870157
066D_06984_131313,20170310.0000,2.8011,20.1388,-169.2213,14.0015,2.3296,33.9594,878525.0873,5:41:43.546279
066D_SM_TRIS_S6,20171205.0000,-12.2924,-37.1135,0.0000,0.0000,2.3300,0.0000,0.0000,0
067A_09325_000004,20200722.0000,152.2426,-3.2342,-12.2809,14.0264,2.3296,43.9057,929652.0969,8:15:08.940045
067A_09457_071509,20190505.0000,151.7277,-4.4867,-12.2961,14.0541,2.3296,39.5836,878751.1621,8:14:39.810745
068A_04667_071312,20190511.0000,141.6239,43.4989,-10.0431,13.9491,2.3296,39.4433,879779.2238,8:27:14.007770
068A_04799_130306,20190511.0000,142.0921,41.5409,-10.0574,13.9566,2.3296,39.4896,879780.3886,8:26:41.391230
068A_05053_130400,20201101.0000,142.1366,39.4396,-10.3671,13.9596,2.3296,36.8961,852996.2495,8:26:21.519593
068D_10577_131313,20200722.0000,-54.2312,-15.7854,-166.7220,14.0626,2.3296,39.2639,878887.7743,9:10:15.552520
068D_12357_131313,20200728.0000,-59.3292,-33.5929,-164.2940,14.0674,2.3296,38.8641,882623.9518,9:14:31.895140
069A_06499_160709,20190610.0000,120.9137,25.3067,-10.5403,13.9957,2.3296,39.7067,879018.3962,10:01:39.498405
069A_06694_131402,20190529.0000,121.3903,23.0664,-10.6317,13.9995,2.3296,39.7310,879020.7257,10:01:01.740403
069A_07127_060500,20190616.0000,121.8696,18.7516,-10.9621,14.0109,2.3296,36.9991,850767.3576,9:59:10.801477
069A_07674_131310,20181230.0000,123.3274,13.3472,-11.1370,14.0235,2.3296,39.6606,877693.6000,9:57:37.908428
069A_07825_090908,20200529.0000,123.6470,11.7645,-11.2258,14.0269,2.3296,39.6612,877693.6000,9:57:19.604327
069A_07955_090909,20190505.0000,123.9102,10.7530,-11.2733,14.0278,2.3296,39.6477,877593.5362,9:57:31.889374
069A_08127_131414,20190827.0000,124.2603,8.7395,-11.4015,14.0325,2.3296,39.6502,877693.6000,9:56:28.141913
069A_08324_101313,20190827.0000,124.6814,6.6817,-11.5274,14.0352,2.3296,39.6360,877693.6000,9:55:54.074150
069A_08989_030304,20210424.0000,101.3679,0.1196,-11.9603,14.0467,2.3296,39.6527,878814.2266,11:33:37.166772
069A_09108_131313,20190505.0000,101.6240,-1.0753,-12.0423,14.0484,2.3296,39.6321,878814.2266,11:33:05.463636
069A_09283_080913,20190505.0000,102.0515,-3.0730,-12.1882,14.0497,2.3296,39.5943,878814.2266,11:32:32.363012
069A_09457_021206,20190505.0000,102.3487,-4.4624,-12.2930,14.0517,2.3296,39.5650,878814.2266,11:32:09.349004
069D_07117_141512,20210331.0000,-71.5236,18.7997,-169.1568,14.0076,2.3296,39.6702,877824.4956,10:39:26.734748
069D_08516_151414,20170403.0000,-74.3719,4.8331,-168.3584,14.0399,2.3296,33.8999,877767.4805,10:42:11.214440
069D_08730_131413,20200330.0000,-74.8106,2.6966,-168.2177,14.0416,2.3296,39.6711,878413.9339,10:43:05.765130
069D_09368_121313,20200809.0000,-76.1414,-3.6638,-167.7683,14.0498,2.3296,39.5588,878413.9339,10:44:58.148158
069D_09565_131313,20200809.0000,-76.5886,-5.6584,-167.6136,14.0518,2.3296,39.5142,878413.9339,10:45:31.246724
069D_09764_131313,20200809.0000,-77.0367,-7.6539,-167.4525,14.0540,2.3296,39.4648,878413.9339,10:46:04.347348
069D_09961_131312,20200902.0000,-77.4896,-9.6186,-167.2860,14.0631,2.3296,39.4102,878413.9339,10:46:38.698143
070A_04843_111111,20210319.0000,92.6974,41.5592,-10.0662,13.9565,2.3296,39.3708,878814.2266,11:45:03.059830
070A_05026_131313,20160905.0000,93.1364,39.7436,-10.0794,13.9610,2.3296,33.6488,878804.5757,11:44:10.623931
070A_05251_161617,20160905.0000,93.6699,37.4841,-10.1089,13.9732,2.3296,33.7279,878804.5757,11:43:32.958944
070A_05479_131313,20160905.0000,94.1946,35.2156,-10.1528,13.9767,2.3296,33.7652,878804.5757,11:42:55.242570
070A_05678_131313,20160905.0000,94.6306,33.2246,-10.2097,13.9844,2.3296,33.8348,878804.5757,11:42:22.145030
070A_05877_131313,20160905.0000,95.0558,31.2325,-10.2768,13.9871,2.3296,33.8667,878804.5757,11:41:49.047491
070A_06077_131313,20160905.0000,95.4632,29.2340,-10.3572,13.9874,2.3296,33.8965,878804.5757,11:41:15.950979
070A_06277_131313,20160905.0000,95.8469,27.2381,-10.4513,13.9929,2.3296,33.9507,878804.5757,11:40:42.851383
070A_06477_131313,20160905.0000,96.2556,25.2411,-10.5367,13.9957,2.3296,33.9757,878804.5757,11:40:09.750760
070A_08762_131413,20200722.0000,100.7544,2.3894,-11.8034,14.0438,2.3296,39.6100,877989.5617,11:34:14.054333
070A_08964_131313,20210424.0000,101.3167,0.3644,-11.9409,14.0467,2.3296,39.6567,878814.2266,11:33:41.238829
070D_07100_041013,20190429.0000,-96.1186,19.3150,-169.1853,14.0092,2.3296,39.6486,877759.8262,12:17:10.344055
070D_07266_131313,20200330.0000,-96.5127,17.3146,-169.0805,14.0093,2.3296,39.6636,877759.8262,12:17:48.414683
070D_07295_161617,20200616.0000,-96.5667,17.0356,-169.0674,14.0110,2.3296,39.6592,877729.6492,12:18:38.788292
071A_04660_111111,20200908.0000,67.5740,43.3949,-10.0525,13.9501,2.3296,39.3437,878941.0214,13:24:21.438132
071A_04843_131313,20200827.0000,68.0109,41.5745,-10.0638,13.9541,2.3296,39.3866,878943.3510,13:23:50.681364
071A_05041_131313,20160917.0000,68.4872,39.5887,-10.0819,13.9615,2.3296,33.6708,878941.0214,13:22:53.274806
071A_05240_131313,20160917.0000,68.9614,37.6001,-10.1053,13.9676,2.3296,33.7502,878941.0214,13:22:20.176239
071A_05439_131313,20160917.0000,69.3715,35.6129,-10.1722,13.9739,2.3296,33.7877,878941.0214,13:21:47.075616
071A_05638_131313,20160917.0000,69.8287,33.6198,-10.2153,13.9768,2.3296,33.8234,878941.0214,13:21:13.971909
071A_05838_131313,20160917.0000,70.2426,31.6243,-10.2873,13.9829,2.3296,33.8893,878941.0214,13:20:40.866148
071A_06038_131313,20160917.0000,70.6581,29.6293,-10.3613,13.9841,2.3296,33.9191,878941.0214,13:20:07.764497
071A_06237_131313,20160917.0000,71.0641,27.6343,-10.4431,13.9880,2.3296,33.9482,878943.3510,13:19:34.662846
071A_06436_131313,20160917.0000,71.4608,25.7228,-10.5211,13.9917,2.3296,33.9760,878943.3510,13:19:02.944585
071D_05178_131313,20190505.0000,-116.8447,38.1951,-169.8969,13.9585,2.3296,39.4828,879085.2879,13:51:23.435797
071D_05377_131313,20170304.0000,-117.2814,36.2020,-169.8450,13.9642,2.3296,33.7677,879255.3459,13:51:41.812911
072A_04534_080808,20160905.0000,42.5791,44.6502,-10.0527,13.9456,2.3296,33.5433,879027.2152,15:03:01.712346
072A_04693_131313,20160905.0000,42.9724,43.0757,-10.0497,13.9549,2.3296,33.6299,879027.2152,15:02:35.505031
072A_04892_131313,20160905.0000,43.4374,41.0932,-10.0707,13.9592,2.3296,33.6719,879027.2152,15:02:02.403381
072A_05064_000400,20200722.0000,43.9278,39.3656,-10.0341,13.9328,2.3296,39.0990,875248.8344,15:01:56.119398
072A_05090_131313,20160905.0000,43.9119,39.1044,-10.0905,13.9624,2.3296,33.7126,879027.2152,15:01:29.302757
072A_05289_131313,20160905.0000,44.3686,37.1122,-10.1268,13.9672,2.3296,33.7902,879027.2152,15:00:56.206244
072A_05489_131313,20160905.0000,44.7931,35.1219,-10.1860,13.9707,2.3296,33.8266,879027.2152,15:00:23.110761
072A_05688_131313,20160905.0000,45.2163,33.1307,-10.2489,13.9745,2.3296,33.8613,879027.2152,14:59:50.015277
072A_05887_131313,20160905.0000,45.6428,31.1375,-10.3138,13.9827,2.3296,33.9249,879027.2152,14:59:16.918764
072A_06087_131313,20160905.0000,46.0672,29.1436,-10.3836,13.9866,2.3296,33.9536,879027.2152,14:58:43.816086
073A_03970_131313,20160905.0000,16.4236,50.3095,-10.1265,13.9324,2.3296,33.6730,880843.9408,16:43:20.746118
073A_04168_131313,20160905.0000,16.9678,48.3284,-10.0745,13.9359,2.3296,33.7176,880843.9408,16:42:47.646523
073A_04367_131313,20160905.0000,17.4904,46.3452,-10.0441,13.9426,2.3296,33.8061,880843.9408,16:42:14.542817
073A_04565_131313,20160905.0000,17.9911,44.3608,-10.0346,13.9464,2.3296,33.8494,880843.9408,16:41:41.441166
073A_04736_051113,20160905.0000,18.4824,42.3748,-10.0362,13.9496,2.3296,33.8918,880843.9408,16:41:08.337459
073A_04960_090913,20160905.0000,18.9554,40.3340,-10.0640,13.9570,2.3296,33.9742,880843.9408,16:40:34.341642
073A_05169_000015,20160905.0000,20.4297,38.3180,-9.4717,13.9023,2.3296,43.9570,931850.8706,16:39:58.484518
073D_02739_131313,20200429.0000,-159.0431,62.5854,-168.7866,13.9030,2.3296,39.2198,882272.6281,17:02:10.967925
073D_02936_131313,20200429.0000,-159.8627,60.6194,-169.1083,13.9058,2.3296,39.2638,882272.6281,17:02:44.064436
073D_03093_080808,20200429.0000,-160.4879,59.0596,-169.3356,13.9088,2.3296,39.2997,882272.6281,17:03:10.265585
073D_03397_020000,20200803.0000,-160.2478,56.0356,-168.5580,13.9173,2.3296,33.6609,828113.8059,17:04:04.547668
073D_03460_121207,20200908.0000,-161.6621,55.5987,-169.6441,13.9141,2.3296,39.3829,882272.6281,17:04:16.598527
073D_03461_000300,20200722.0000,-161.8521,55.3814,-169.7610,13.8834,2.3296,39.0616,878772.4634,17:04:17.261602
073D_12785_121717,20191113.0000,175.6809,-37.7215,-163.4041,14.0675,2.3296,38.9651,885642.1733,17:30:03.413819
073D_13010_161205,20191113.0000,174.7040,-40.2401,-162.8158,14.0684,2.3296,38.8428,885641.0085,17:30:46.113890
073D_13013_161306,20200722.0000,174.7138,-40.2151,-162.8224,14.0682,2.3296,38.8381,885642.1733,17:30:48.729729
073D_13256_001823,20191125.0000,173.2349,-42.4262,-161.8480,14.0705,2.3296,40.8016,908381.0302,17:31:24.908893
074A_05055_131313,20190610.0000,-5.5409,39.4590,-10.0853,13.9590,2.3296,39.4969,879457.8514,18:19:17.564532
074A_05245_131013,20200902.0000,-5.0862,37.4691,-10.1213,13.9645,2.3296,39.5338,879369.2207,18:18:14.309433
074A_05469_131606,20200803.0000,-4.6582,35.5333,-10.1681,13.9705,2.3296,39.5813,879455.5218,18:18:22.362540
074A_SM_TRIS_S4,20180110.0000,-12.2697,-37.1108,0.0000,0.0000,2.3300,0.0000,0.0000,0
075A_SM_FOGO_S6,20171030.0000,-24.3706,14.9318,0.0000,0.0000,2.3300,0.0000,0.0000,0
075D_09202_131415,20200722.0000,136.0742,-2.0122,-167.8885,14.0479,2.3296,39.6924,879277.6431,20:37:39.154421
075D_09383_101009,20200722.0000,135.6781,-3.8391,-167.7506,14.0513,2.3296,39.6553,879277.6431,20:38:09.445098
076A_10457_131313,20200728.0000,-68.1030,-14.5638,-13.1734,14.0705,2.3296,39.4532,880640.9953,23:00:03.196316
076A_10656_131313,20200728.0000,-67.6179,-16.5546,-13.3733,14.0716,2.3296,39.3848,880640.9953,22:59:30.095693
076A_10855_131313,20190511.0000,-67.1084,-18.5410,-13.5889,14.0718,2.3296,39.3546,881095.5927,22:58:45.869565
076A_11050_131113,20190511.0000,-66.5858,-20.5247,-13.8167,14.0753,2.3296,39.2788,881095.5927,22:58:12.772026
076A_11251_131313,20200716.0000,-66.0823,-22.5149,-14.0426,14.0747,2.3296,39.1572,880640.9953,22:57:49.897010
076A_12043_131313,20201008.0000,-63.8059,-30.4312,-15.1498,14.0683,2.3296,38.8438,880947.3327,22:55:41.354590
076D_09725_121107,20170304.0000,110.2917,-7.1556,-167.4934,14.0542,2.3296,33.8024,878668.9619,22:17:23.023283
077A_06542_121611,20191125.0000,-76.4302,24.5727,-10.5738,13.9963,2.3296,39.6881,878811.8971,23:11:29.967006
077A_06920_111506,20191125.0000,-75.6885,20.9974,-10.7336,14.0036,2.3296,39.7250,878814.2266,23:10:30.673456
077D_03697_131313,20170310.0000,98.8273,53.0068,-169.7748,13.9243,2.3296,33.4901,880561.2910,23:38:47.108087
077D_03895_131313,20200902.0000,98.2284,51.0276,-169.8778,13.9292,2.3296,39.3341,880666.4541,23:39:48.312680
077D_04093_131313,20160905.0000,97.6717,49.0496,-169.9403,13.9346,2.3296,33.6183,880682.8684,23:40:38.309715
077D_04490_131313,20161011.0000,96.6538,45.0792,-169.9770,13.9428,2.3296,33.7088,880561.3983,23:41:45.372692
077D_04887_131313,20201026.0000,95.7186,41.1049,-169.9395,13.9509,2.3296,39.4020,878857.1572,23:43:16.858817
077D_05086_131313,20201213.0000,95.2428,39.1182,-169.9212,13.9611,2.3296,39.4458,878857.1572,23:43:48.676801
077D_05285_131313,20160917.0000,94.7578,37.1324,-169.9036,13.9649,2.3296,33.6979,878976.6305,23:43:57.428380
077D_05487_141313,20160917.0000,94.3233,35.1182,-169.8454,13.9729,2.3296,33.7780,878976.6305,23:44:30.940115
077D_05685_121313,20160917.0000,93.8783,33.1236,-169.7927,13.9778,2.3296,33.8146,878978.9600,23:45:04.096237
077D_05882_131313,20160917.0000,93.4596,31.1593,-169.7259,13.9821,2.3296,33.8496,878978.9600,23:45:36.722028
077D_06082_131313,20201026.0000,93.0746,29.1606,-169.6326,13.9875,2.3296,39.6412,878857.1572,23:46:35.456389
077D_06282_131313,20160905.0000,92.6989,27.1618,-169.5363,13.9900,2.3296,33.8351,878075.4227,23:46:42.404764
077D_06482_131313,20201201.0000,92.2408,25.1719,0.0000,0.0000,2.3300,0.0000,0.0000,0
077D_06682_131313,20201213.0000,91.8647,23.1693,-169.3696,13.9943,2.3296,39.7208,878857.1572,23:48:13.470480
078A_07049_131313,20210419.0000,-100.0671,19.5108,-10.8040,14.0142,2.3296,39.6507,877697.5936,0:48:12.761273
078A_07241_101313,20210419.0000,-99.6738,17.5107,-10.9085,14.0142,2.3296,39.6620,877697.5936,0:47:39.657567
078A_07247_101315,20210413.0000,-99.6371,17.3454,-10.9146,14.0126,2.3296,39.6949,878037.3177,0:48:18.492073
078D_05037_131313,20160906.0000,70.6893,39.6037,-169.9189,13.9541,2.3296,33.6607,879060.1618,1:22:00.341837
078D_05237_131313,20160906.0000,70.2166,37.6178,-169.8953,13.9635,2.3296,33.7014,879060.1618,1:22:33.444515
078D_05435_131313,20160906.0000,69.7638,35.6198,-169.8516,13.9720,2.3296,33.7789,879060.1618,1:23:06.543083
078D_05634_131313,20160906.0000,69.3530,33.6303,-169.7821,13.9716,2.3296,33.8154,879060.1618,1:23:39.640623
078D_05834_131313,20160906.0000,68.9311,31.6378,-169.7151,13.9745,2.3296,33.8502,879060.1618,1:24:12.744329
078D_06033_131313,20160906.0000,68.5056,29.6429,-169.6462,13.9821,2.3296,33.9142,879060.1618,1:24:45.842897
078D_06233_131313,20160906.0000,68.1009,27.6475,-169.5634,13.9840,2.3296,33.9431,879060.1618,1:25:18.941465
078D_06442_151413,20160906.0000,67.6747,25.5444,-169.4730,13.9875,2.3296,33.9698,879060.1618,1:25:53.824255
079A_02996_131313,20190506.0000,-134.7756,59.3465,-10.9283,13.9112,2.3296,39.2540,881979.4360,2:38:42.566170
079D_04617_081313,20200804.0000,46.9964,43.8679,-169.9715,13.9439,2.3296,39.4095,879706.7818,2:59:57.252073
079D_04810_141313,20200804.0000,46.5182,41.8850,-169.9606,13.9478,2.3296,39.4559,879709.1113,3:00:30.296169
079D_05011_131313,20161223.0000,46.0526,39.8698,-169.9294,13.9546,2.3296,33.7099,879709.1113,3:00:40.025306
079D_05210_131313,20210401.0000,45.5920,37.8822,-169.8990,13.9618,2.3296,39.5458,879709.1113,3:01:35.981126
079D_05408_131313,20160918.0000,45.1499,35.8916,-169.8515,13.9652,2.3296,33.8338,879709.1113,3:01:47.237772
079D_05607_131313,20160918.0000,44.8883,34.7554,-169.8271,13.9680,2.3296,33.8707,879709.1113,3:02:06.133473
079D_05807_131313,20171130.0000,44.3174,31.9034,-169.7135,13.9724,2.3296,33.8052,878871.5265,3:02:17.151397
079D_07502_111213,20161211.0000,40.8677,15.0381,-168.9579,14.0155,2.3296,33.8974,877715.1726,3:07:32.436191
079D_07694_131313,20161211.0000,40.4608,13.0414,-168.8491,14.0195,2.3296,33.8999,877716.3374,3:08:05.528592
079D_07894_131313,20161211.0000,40.0614,11.0429,-168.7345,14.0234,2.3296,33.8987,877716.3374,3:08:38.629215
079D_08094_131313,20161211.0000,39.6523,9.0432,-168.6174,14.0262,2.3296,33.8941,877716.3374,3:09:11.726755
079D_08294_131313,20161211.0000,39.2414,7.0447,-168.4960,14.0344,2.3296,33.8749,877716.3374,3:09:44.830461
079D_08494_131313,20161211.0000,38.8394,5.0432,-168.3695,14.0360,2.3296,33.8603,877716.3374,3:10:17.930056
079D_08893_131313,20161223.0000,38.0002,1.0451,-168.1041,14.0422,2.3296,33.9125,878452.9782,3:11:23.694966
079D_09093_131313,20170428.0000,37.5910,-0.9532,-167.9671,14.0451,2.3296,33.8063,878000.9359,3:11:13.868464
079D_09298_141313,20170919.0000,37.1461,-3.0053,-167.8176,14.0479,2.3296,33.8046,878201.2782,3:11:55.546206
079D_11086_131313,20210823.0000,32.9072,-20.8793,-166.1631,14.0640,2.3296,39.2038,880574.0445,3:17:58.515477
080D_04608_131313,20160906.0000,22.3085,43.8848,-169.9740,13.9424,2.3296,33.8417,881141.7919,4:38:18.218134
080D_04807_131313,20160906.0000,21.8256,41.8974,-169.9650,13.9473,2.3296,33.8842,881141.7919,4:38:51.320812
080D_05003_131312,20160906.0000,21.3728,39.9401,-169.9367,13.9507,2.3296,33.9260,881141.7919,4:39:23.938381
080D_05196_131104,20160906.0000,20.9284,37.9789,-169.8988,13.9583,2.3296,34.0064,881141.7919,4:39:56.552865
080D_05201_141104,20200611.0000,20.9147,37.8975,-169.8946,13.9593,2.3296,39.5940,880246.1344,4:39:36.312601
080D_05328_010000,20160906.0000,21.5469,36.6953,-169.3280,13.9610,2.3296,34.0449,826978.3107,4:40:15.864815
080D_06835_131313,20170311.0000,17.5109,21.6362,-169.2926,14.0031,2.3296,33.8745,877807.0830,4:43:42.820789
080D_07035_131313,20170311.0000,17.1048,19.6359,-169.1963,14.0069,2.3296,33.8914,877809.4126,4:44:15.919357
081A_10691_130200,20200605.0000,168.6169,-16.8057,-13.2637,14.0649,2.3296,36.7186,853453.2837,7:13:48.897426
081A_10907_000800,20190927.0000,169.5843,-19.0612,-13.6481,14.0614,2.3296,38.9394,876542.7397,7:13:09.693542
081A_12528_140900,20191108.0000,173.9738,-35.2815,-15.7686,14.0679,2.3296,36.3865,858432.4490,7:07:59.412006
081A_12694_111110,20191108.0000,175.0367,-36.9353,-16.4019,14.0676,2.3296,38.9174,884645.8454,7:07:28.167551
081A_12881_141414,20191108.0000,175.7496,-38.7802,-16.8208,14.0676,2.3296,38.8281,884645.8454,7:06:56.922067
081A_13045_090804,20191108.0000,176.4087,-40.4868,-17.2223,14.0676,2.3296,38.7449,884645.8454,7:06:27.967502
081D_05173_131313,20190430.0000,-3.7042,38.2430,-169.9057,13.9575,2.3296,39.6199,880601.2263,6:18:06.548528
081D_05480_000200,20200804.0000,-4.4478,35.1881,-169.8724,13.9368,2.3296,39.3954,877490.3722,6:19:51.114716
081D_05585_131213,20200804.0000,-4.6150,34.1508,-169.8068,13.9647,2.3296,39.7274,880847.2687,6:20:08.136777
082A_09298_100805,20210401.0000,141.0839,-2.8377,-12.1749,14.0514,2.3296,39.6059,878752.3269,8:56:26.553465
082A_09453_131313,20200723.0000,141.4672,-4.5241,-12.3016,14.0535,2.3296,39.5750,878752.3269,8:55:58.907067
082D_05128_030500,20170305.0000,-27.8244,38.6660,-169.6193,13.9576,2.3296,33.7491,852617.4700,7:57:10.021305
083A_05460_050904,20171013.0000,133.1592,35.5574,-10.1738,13.9703,2.3296,39.5278,878862.2082,9:06:05.166911
083A_05602_131212,20170907.0000,133.5131,33.9261,-10.2187,13.9740,2.3296,39.5640,878862.2082,9:05:36.986100
083D_08666_131313,20201108.0000,-60.2669,3.3292,-168.2579,14.0386,2.3296,39.6895,878504.8942,9:46:10.451099
083D_10461_131313,20200729.0000,-64.2880,-14.6257,-166.8211,14.0611,2.3296,39.6506,882623.7853,9:50:23.580258
083D_10659_131313,20200729.0000,-64.7916,-16.6121,-166.6154,14.0625,2.3296,39.5821,882623.7853,9:50:56.679853
083D_10858_131313,20200729.0000,-65.2932,-18.5999,-166.4019,14.0635,2.3296,39.5097,882623.7853,9:51:29.778421
083D_11056_131313,20170311.0000,-65.8242,-20.5816,-166.1699,14.0701,2.3296,33.9523,883054.7543,9:51:36.679553
083D_11254_131313,20190430.0000,-66.3374,-22.5698,-165.9378,14.0725,2.3296,39.3556,882623.7853,9:52:24.590366
083D_11452_131313,20170311.0000,-66.9179,-24.5500,-165.6671,14.0740,2.3296,33.7347,883054.7543,9:52:42.878744
083D_11651_131313,20170311.0000,-67.4617,-26.5301,-165.4057,14.0741,2.3296,33.6580,883054.7543,9:53:15.976283
083D_11848_131313,20200605.0000,-68.0511,-28.5021,-165.1131,14.0701,2.3296,39.1715,883411.9504,9:54:53.797315
083D_12046_131313,20200605.0000,-68.6557,-30.4763,-164.8033,14.0708,2.3296,39.0816,883411.9504,9:55:26.899993
083D_12243_131313,20200717.0000,-69.2663,-32.4518,-164.4818,14.0687,2.3296,38.9155,882623.7853,9:55:20.576854
083D_12440_131313,20170311.0000,-69.9074,-34.4197,-164.1330,14.0711,2.3296,33.1624,883054.7543,9:55:28.379804
083D_12636_131313,20170311.0000,-70.6072,-36.3842,-163.7380,14.0714,2.3296,33.0756,883054.7543,9:56:01.478371
083D_12832_131313,20170311.0000,-71.3236,-38.3421,-163.3217,14.0703,2.3296,32.9881,883054.7543,9:56:34.577967
083D_13027_131313,20170311.0000,-72.0903,-40.2942,-162.8602,14.0695,2.3296,32.8951,883054.7543,9:57:07.678589
083D_13222_131313,20170311.0000,-72.9006,-42.2424,-162.3569,14.0685,2.3296,32.7131,883053.5895,9:57:40.776130
083D_13416_131313,20200729.0000,-73.7501,-44.1833,-161.8133,14.0658,2.3296,38.3449,882623.7853,9:58:40.068021
083D_13636_131303,20200729.0000,-74.2280,-46.1389,-161.5388,14.0649,2.3296,38.2487,882623.7853,9:59:13.594144
083D_13794_090700,20200729.0000,-74.6690,-47.8603,-161.2855,14.0646,2.3296,35.4751,856514.0544,9:59:41.176626
084A_04387_060606,20160930.0000,106.0550,46.0361,-10.0195,13.9431,2.3296,33.6125,879878.3374,10:48:20.338345
